Gene_Symbol	Selected_Probe_ID	GSM249671	GSM249672	GSM249673	GSM249674	GSM249675	GSM249676	GSM249677	GSM249678	GSM249679	GSM249680
A1BG	229819_at	3.277713736	4.650402341	3.103717501	2.820452225	2.723897947	3.396971903	2.715025319	2.824513182	4.177277721	4.347770385
A1BG-AS1	232462_s_at	5.536325508	6.716480988	5.735807203	6.107255624	6.062745766	5.772350306	5.479808936	5.792621172	6.427134403	6.269876428
A1CF	220951_s_at	1.963696519	2.175308943	1.954771446	1.617945237	1.817812901	1.649740849	1.801912443	1.488992884	1.932128085	1.767975653
A2M	217757_at	8.722871351	11.36791917	9.58465672	10.93417149	8.820108046	10.87953584	8.975265501	11.0875062	7.976441948	11.19966985
A2M-AS1	1564139_at	4.618602001	6.191181431	4.74168298	6.248054114	4.407354245	6.600479955	5.521447675	6.77499631	5.555764591	6.267622634
A2ML1	1553505_at	1.938172619	2.635578677	2.507128593	1.973728775	1.985321841	1.952119913	2.140712513	2.057156703	1.983222659	2.554543477
A2MP1	236394_at	2.542791471	5.187092055	2.698017737	3.700720511	2.106728482	3.2032489	2.423827574	3.960700587	3.350140884	3.548266863
A4GALT	219488_at	5.037481021	5.761188506	5.032876041	5.255484998	5.000499906	6.012025463	5.051976305	4.926559836	6.05480435	5.57100832
A4GNT	221131_at	1.448256551	2.259256177	1.596978975	2.051378692	2.017343748	1.49652584	1.689162908	1.447310843	1.745357451	1.722450358
AA06	241552_at	2.437102367	2.789017301	2.597962486	2.587413562	2.296723262	2.19709961	2.770811269	2.243153557	2.926737634	2.599847075
AAAS	218075_at	6.654423893	4.833310796	6.123660416	6.152180718	6.22123934	5.335430434	5.690237819	5.472058816	6.745177601	6.99911317
AACS	218434_s_at	6.828479553	6.164195396	5.359454395	5.623168476	6.056510593	5.903176035	7.599805602	6.053451048	5.749687764	5.135095318
AACSP1	1570020_at	2.405126445	1.954696654	1.819914308	2.32007774	2.318510209	2.175688367	1.856932363	1.789199353	2.274278812	1.921054345
AADAC	205969_at	3.406196511	2.53895309	6.178439806	1.696140714	3.922457221	2.53895309	4.993314315	4.848040352	2.341115528	2.146712203
AADACL2	240420_at	1.147447733	1.589294858	2.078005226	1.609435163	1.274417398	1.460287826	1.460287826	1.156074922	1.388599154	1.532018806
AADACP1	1569582_at	1.290113645	2.146728748	4.124395492	1.521159522	2.615962121	1.621921594	5.411806452	2.289103389	2.273047976	1.41639554
AADAT	223593_at	4.077295752	5.109812379	3.945556917	7.139235928	4.40402582	3.696558556	4.313288103	6.419912682	5.097506765	5.653814349
AAED1	227534_at	5.637946404	5.823899047	6.295576524	6.864418835	6.617810203	6.265907129	4.224906158	6.848163377	4.675069802	6.546656382
AAGAB	202852_s_at	7.10443381	6.134564853	6.800278992	6.73334921	5.662999114	5.653884719	6.911116581	6.739572193	5.537941352	6.037649289
AAK1	225522_at	8.489655413	8.308042121	8.958843608	8.621010147	9.06206839	8.670481724	8.184897677	9.032768636	8.191093925	8.972853512
AAMDC	221599_at	10.94746866	11.13180807	11.85797766	11.4301766	11.78204193	11.07284337	11.08194783	11.17461653	11.35460865	11.29221741
AAMP	201511_at	5.577489946	5.188298319	4.778869859	4.200110626	5.049141748	4.263261486	4.461939536	4.388451851	6.280193857	4.933943109
AANAT	207225_at	2.1245181	2.789000359	2.597669395	2.335322219	2.335322219	2.456326049	1.995270508	2.242381013	3.37889604	2.425418887
AAR2	218089_at	5.602820516	6.082628204	3.620707406	4.699552547	5.074568591	5.469673279	5.427350598	5.261815036	6.238134816	5.999383646
AARS	201000_at	7.916521781	8.467002357	6.80609641	7.295792565	6.622707553	6.515664139	7.162538405	7.736195464	8.350190323	8.501348275
AARS2	230024_at	7.717453742	8.262251286	6.543839507	6.832004007	7.436545298	7.267875871	7.000624158	7.221090326	8.013668472	7.126164488
AARSD1 /// PTGES3L /// PTGES3L-AARSD1	222064_s_at	5.48466427	5.819516554	5.596023819	5.777556004	5.211668657	5.527735602	5.41409076	4.951748586	5.490314136	5.92031257
AASDH	235435_at	6.182137745	4.570451632	7.841751832	7.373257588	6.731640658	6.651772806	6.925529701	6.724519382	5.902490536	6.393007171
AASDHPPT	202170_s_at	9.005209147	7.943970316	9.208533367	7.862296956	8.345562568	7.088266087	7.752875086	7.88869759	7.121593656	7.692823981
AASS	210852_s_at	2.565613402	6.404606238	4.750600393	7.374543818	3.729455151	5.09909237	5.965115647	7.11115678	3.954145744	6.65247397
AATF	209165_at	7.632598681	6.536553442	6.421869834	6.33595128	6.875107229	6.938882301	6.971066432	6.495072837	6.405132859	6.274292067
AATK	205986_at	4.361871474	4.117519962	4.908637445	4.312937143	4.773605039	4.764871776	4.917114537	4.757695839	5.748616574	5.013016071
AB074162 /// MIR181A2HG	232478_at	3.975471034	2.675980038	3.203174517	3.711823176	4.734386945	4.527041167	2.838403712	2.781124536	3.10561546	3.657294685
AB488780	231086_at	7.292340251	6.195190051	7.12246976	7.266337014	6.980395184	6.688277798	6.827705311	7.064444237	6.826605196	7.7213586
ABAT	209459_s_at	3.907541666	3.928802202	4.70559693	5.146998857	3.831604917	4.836625808	6.386328524	5.411155814	4.457207391	3.844946777
ABCA1	203504_s_at	7.042775896	6.809750919	6.964019926	7.794487701	8.334975029	8.633359513	7.66499491	8.609453433	5.667484062	7.746890811
ABCA11P	220159_at	3.63248371	4.222507229	5.062380964	4.731286847	4.296424695	4.580469177	4.342435308	4.21187501	3.343809169	3.521454495
ABCA12	215465_at	1.808816617	2.373679485	1.367707672	2.172742391	1.439626726	2.581618446	1.623733668	1.492969704	1.58002763	2.02507429
ABCA13	1553604_at	1.078035358	1.450779421	1.315218727	1.748014667	1.445318343	1.220385754	2.785969344	1.344940972	1.21818191	1.315218727
ABCA17P	231164_at	6.274295617	6.461558478	6.428460215	3.76869373	6.052899597	5.032282152	4.384761773	4.375836545	7.540472497	5.325233765
ABCA2	210100_s_at	4.686689649	5.499910382	4.741895639	4.881676907	5.272155932	4.741607697	4.864560325	4.773737884	5.147144393	4.96109217
ABCA3	204343_at	6.965908364	6.386328524	5.556007514	5.559000533	6.04726896	5.857852177	6.176961449	5.920833081	6.384571376	6.168603882
ABCA4	210082_at	4.246535717	4.236275743	3.73391657	3.477807321	3.860519543	3.464913976	3.968681001	3.659081057	4.540870167	3.588268148
ABCA5	213353_at	4.894818759	3.809072131	4.946379274	5.21536889	7.039323479	6.618415206	5.558497331	5.628258104	4.559628855	5.188104638
ABCA6	217504_at	2.413419336	3.934169128	2.016814911	3.619933713	1.891209485	5.559973436	2.027631306	5.935594406	1.622190193	5.681457844
ABCA7	219577_s_at	4.482606396	5.656565664	4.316658846	4.577707441	4.480908536	4.66589958	4.58802104	4.959735185	5.211480434	5.124817743
ABCA8	204719_at	2.882753698	6.422459903	2.519500962	5.835853648	2.888063407	6.440907148	3.134377203	7.276223623	1.928302678	7.098758689
ABCA9	242541_at	3.845564236	4.56563224	3.938521677	5.456976545	3.518261583	6.561022192	3.911230801	6.976181237	3.237239516	4.215170896
ABCB1	209993_at	2.51257833	3.502972853	2.77237788	4.018088031	2.027114793	3.983749485	2.091721288	3.411951374	3.378544377	2.920695665
ABCB1 /// ABCB4	209994_s_at	2.952353586	3.52029839	4.435476976	4.802431085	2.494449578	4.429028184	4.993314315	4.328611918	3.481318162	3.881646246
ABCB10	223320_s_at	6.097028861	4.671016796	7.460476622	6.772712065	6.497199929	6.310819292	8.002267471	6.315229427	6.520342504	5.297523269
ABCB11	211224_s_at	1.965010928	2.225723074	2.020388188	1.965569511	2.1961995	2.240020302	2.244155074	2.614231512	2.223633031	2.158011079
ABCB4	207819_s_at	2.340385108	2.918639483	3.203943404	3.904730566	3.662412306	3.572537571	3.155285149	2.830558757	2.870355347	2.956994636
ABCB5	243167_at	2.383431	2.156639138	2.79312059	2.804526485	2.241089649	2.543559607	2.380130991	2.544661237	2.275556284	3.141882784
ABCB6	203192_at	5.789350694	5.400148797	5.535358554	4.582519035	6.731574228	5.159455613	5.819866179	4.461149005	5.835626082	5.856751502
ABCB7	209620_s_at	8.319824417	7.140307565	8.517715952	7.498954976	7.444981339	7.609106295	7.376363156	7.295591305	8.093109931	7.699040642
ABCB8	229539_at	4.904700646	3.969796697	3.901796893	3.597961448	4.034442638	4.454630152	4.430185278	3.970974534	4.579315436	4.81053196
ABCB8 /// ASIC3	207561_s_at	2.547879103	4.762632094	2.985381975	3.223685092	2.864668326	2.869658265	3.220083478	3.112327513	3.285698529	3.518130355
ABCB9	214209_s_at	5.029101642	5.385727059	4.58813576	4.903915604	4.456741788	4.998900273	5.402385981	4.042224754	5.603994071	4.668842711
ABCC1	202804_at	10.36474233	9.903041479	9.852772139	9.009507974	9.194774244	8.486352604	9.790573779	9.347957972	9.529376331	9.056015035
ABCC10	213485_s_at	5.906524761	4.093532398	5.583218699	5.90721886	6.321869676	6.559981545	6.477705593	5.929983402	4.786780648	5.306980096
ABCC11	224146_s_at	1.703873947	2.151382989	1.71883405	2.132655676	2.259836371	2.661772887	2.340719573	1.733121475	1.529267391	2.078927741
ABCC12	1553410_a_at	2.501077218	2.780710633	2.438255196	2.178047116	2.33618126	2.889277214	2.210279228	2.161306067	2.616201873	2.404490377
ABCC13	1552582_at	1.691994141	1.532166605	1.644607037	1.695461538	3.69566157	1.960891382	1.80157501	1.444868506	1.99174765	1.659211087
ABCC2	206155_at	3.006178161	3.608655217	3.056364029	3.440747554	2.87716745	3.549754768	2.899815062	3.013391498	3.128631818	3.007898542
ABCC3	208161_s_at	4.339310256	6.457453317	5.627957633	6.096149297	8.965923192	9.034024041	6.655859221	7.708262027	8.198520861	8.221505797
ABCC4	203196_at	8.261912617	6.411646248	7.270080581	7.621680228	7.791501053	7.393908622	8.439497974	7.908398478	7.930331608	7.606927031
ABCC5	226363_at	8.655157741	8.102728239	7.079506362	8.066369213	8.59360228	8.445371731	6.166449702	7.467931546	8.737231908	8.024678608
ABCC6 /// ABCC6P1 /// ABCC6P2 /// LOC101930322	214033_at	2.175775371	2.032388002	3.478733826	3.98362524	3.641515449	2.641751275	3.673587835	3.647036548	2.463431431	2.211669196
ABCC6 /// LOC101930322	215559_at	3.873739082	3.920874203	4.545692512	3.981839878	3.878127558	4.131195002	4.131195002	3.494911789	4.103814519	3.74413908
ABCC6P1	236205_at	2.247010111	2.024810929	2.427847149	2.568782146	2.246180241	2.448074119	2.376100577	2.478101888	2.009159726	2.024810929
ABCC8	210245_at	3.955839726	5.32106701	3.955037303	3.974140709	4.30293155	4.479743272	4.099105924	4.250828486	3.880803197	3.99196757
ABCC9	208561_at	2.127520935	6.880881389	6.160060273	7.628910889	1.525271108	6.99931825	4.535798854	7.627544243	1.343309743	8.439083049
ABCD1	205142_x_at	4.30060223	5.046238358	3.715889128	3.654856737	3.902999975	4.120059986	3.730943863	4.212864484	4.800602649	4.35547454
ABCD1P2 /// ABCD1P2	216418_at	3.029049729	3.344491421	2.791795488	2.819370509	2.680876429	3.056230005	2.940978536	3.081048997	2.905991965	2.940978536
ABCD2	207583_at	1.509045071	1.833077344	1.939766706	2.771560144	1.799184973	1.999401768	1.658264656	2.388471382	1.658264656	2.53844797
ABCD3	202850_at	8.843373128	7.51032986	9.609828863	8.954499196	9.337952433	9.365356825	8.6606341	8.274751585	9.232474048	7.378600164
ABCD4	203981_s_at	7.798078338	6.308219186	6.297320561	6.541320733	6.523532752	6.058551415	6.66839612	6.553299727	7.289463553	6.955653484
ABCE1	201873_s_at	8.077400388	8.312439833	9.57803705	9.09444448	8.321622357	8.556019693	8.637501461	8.215766548	8.083769547	8.111112602
ABCF1	200045_at	8.996208444	8.680502494	7.604012171	6.967595884	8.003107591	6.720145998	8.114622467	8.034956123	8.506115281	8.003845679
ABCF2	207622_s_at	8.909290482	8.266320141	7.775628971	7.376024861	7.422540378	7.398233697	7.483521124	7.248306674	9.331265043	8.662319534
ABCF3	202394_s_at	6.706696623	5.712163221	5.105704003	5.069153979	5.785341898	6.116307479	5.731887643	4.942665676	5.980757043	5.514370658
ABCG1	204567_s_at	8.23147092	6.85720079	5.912625164	7.464523187	7.950421888	8.547459079	7.680477258	8.437513083	8.48236222	8.375208059
ABCG2	209735_at	2.466480347	3.714109972	3.402364446	4.503575178	3.314068986	4.259683475	3.081885665	4.612064501	2.644992079	3.416192244
ABCG4	207593_at	3.820272999	4.681340336	4.042746478	3.341631595	3.701854313	3.550410135	3.707044625	3.397567371	4.608158148	3.537928439
ABCG5	220383_at	1.754639738	2.259256177	2.092626566	1.468507768	1.844724661	1.993138459	2.455749832	1.59923886	1.868947955	1.794572308
ABCG8	231751_at	1.506463066	2.646465494	1.724684416	1.876713586	1.756290021	1.483447528	1.680553741	1.905958152	1.611265965	1.88415002
ABHD1	232550_at	4.424353075	4.947983632	4.072742911	4.381070865	4.043499335	4.526431009	4.258722533	4.45595868	4.363516813	4.511801958
ABHD10	222697_s_at	8.159797394	7.008030138	9.058517415	9.101723259	9.137081609	8.664336279	7.828609038	8.497261161	8.210771266	7.649988976
ABHD11	221927_s_at	7.645870789	5.190962905	7.507414281	4.806460619	7.421960117	6.195903998	7.755880558	6.298695515	8.875093993	5.561869227
ABHD12	228124_at	7.746517782	7.040557082	6.98366583	5.780100686	8.7824391	7.700024367	7.149054045	6.894235997	9.148023553	7.667557769
ABHD12B /// MIR4454	237974_at	1.631089398	2.8498315	2.325370966	4.080560848	4.315241903	3.058457918	1.4229291	2.825637151	2.056867102	2.243153557
ABHD13	235348_at	5.178531941	4.570876033	5.728918701	5.71755097	6.320657357	4.793822277	4.439520264	5.183790566	4.614696834	4.933199658
ABHD14A /// ACY1	210006_at	6.044274577	4.940189576	3.689636951	4.107199496	4.224387356	3.423532894	4.588283437	4.461317341	5.701882328	5.586525263
ABHD14A-ACY1 /// ACY1	202740_at	6.035772114	4.820901908	4.994317237	4.945757198	4.937308501	4.507435249	6.189407289	4.914302194	5.816017185	5.306571443
ABHD14B	224821_at	6.414778599	7.024053925	4.139910124	4.873150364	4.87051669	4.26993119	5.176901016	4.597385356	8.702029067	7.369078631
ABHD15	226796_at	3.425906228	4.022266636	3.833954708	3.941722283	3.146330792	5.188493348	2.589962956	4.113043786	3.573475759	4.592321325
ABHD16A	224756_s_at	7.502576631	6.207910094	6.564561435	6.273367117	6.411204681	5.264627394	6.839859126	5.759254735	7.115420416	6.599641555
ABHD16B	234002_at	3.753863855	3.926894195	3.382635215	3.447517229	3.54041725	3.162050501	3.521328002	3.569125256	4.061130555	3.601374349
ABHD17A	221267_s_at	3.132792483	3.39686194	2.815033755	2.717158624	2.767046568	3.828669818	2.742100433	3.369594644	3.539117913	3.158301243
ABHD17B	227551_at	6.008977322	5.570050274	7.173566882	7.120362844	6.743212071	6.935599278	6.920674684	6.995337338	4.875398457	6.506610108
ABHD17C	225436_at	5.386700463	4.19919052	6.034568397	4.863662318	5.266729205	3.775788684	6.208072101	5.54529396	4.69918916	3.760218679
ABHD2	225337_at	7.53277622	9.186362376	7.383296716	8.529762799	7.844016282	9.11832758	8.265302985	8.997184475	8.343772308	9.611578167
ABHD3	213017_at	3.121686262	5.204036305	5.690018767	6.500133593	3.3483749	6.419740488	6.179133718	6.619894083	2.840772642	4.928590258
ABHD4	218581_at	5.344331317	4.155142201	3.799690711	4.885090519	4.616042691	4.682405267	3.59266851	4.64619901	4.616042691	4.575718274
ABHD5	218739_at	6.864216957	6.037225074	6.378663773	6.030798734	6.981586179	6.629771364	6.587234638	5.856551961	6.124076746	5.101113032
ABHD6	45288_at	3.794542928	5.537524786	5.054222083	6.006868786	5.230813534	6.748135977	5.233487238	6.345334956	5.886856905	5.751392163
ABHD8	219101_x_at	3.319343527	4.313533218	3.002241306	2.873784839	3.143657049	3.207709013	3.275798774	2.896908991	3.588873179	3.031474435
ABI1	209028_s_at	7.654907733	7.343157352	8.398664461	8.523056963	8.672065272	8.982851828	9.193777768	8.878474477	8.239200149	8.320795323
ABI2	225112_at	7.421052986	8.897187945	8.756492077	9.06164667	9.691219083	9.521560177	9.813957137	8.896610191	8.650580226	8.839665819
ABI2 /// RP11-363J17.1	227631_at	6.893823989	8.224382059	8.39234162	8.001982472	8.209800631	7.784320905	9.030966334	7.486496187	7.989787093	8.457768472
ABI3	223615_at	4.287876224	5.699108021	5.03351328	4.371558542	3.639630962	5.622873676	4.822001734	4.763044402	4.912370662	5.790125444
ABI3BP	223395_at	2.130474386	2.192378317	3.669755324	4.415184225	6.777521951	5.799095841	4.873428405	6.280394889	2.141848327	6.623513078
ABL1	202123_s_at	5.785215032	6.61751678	4.257100482	5.990719279	4.961199028	4.833678385	5.175227939	4.934764739	4.754108936	6.333695691
ABL2	226893_at	7.002660871	6.418926986	6.762972562	7.666283676	6.911827547	7.053777661	6.669328952	7.568631608	5.981523483	7.499066188
ABLIM1	200965_s_at	10.19180284	7.984414246	9.7307121	8.183277867	9.997147831	7.443962736	9.631006799	8.454822006	10.68587161	9.196708744
ABLIM2	236087_at	5.839953421	6.091708207	5.359497757	5.079836032	5.321076917	4.852517391	4.713634166	4.835532399	5.712748088	5.365215681
ABLIM3	205730_s_at	3.401976032	5.241700444	4.512837075	4.686689649	3.33574908	3.754907634	2.609806304	4.639380569	3.251335852	5.388077133
ABO	216929_x_at	6.770195058	6.763116801	6.729330925	6.40632768	7.635531651	7.449472535	7.108718119	6.905272892	6.542135935	5.983244578
abParts /// IGKC /// IGKV4-1 /// IGKV4-1	214777_at	5.098055736	7.478094072	4.648044089	5.642689207	4.996833004	5.399364621	6.55074659	9.150944956	5.288980197	9.885318147
ABR	212895_s_at	5.08883892	5.83123457	4.62932109	5.382168149	4.527041167	5.314007663	5.260955859	5.47598195	4.188246798	6.094193529
ABRA	1552731_at	2.64978587	2.745171818	2.583990117	2.025436006	2.892827638	3.105741921	2.547618712	2.502216339	3.45812669	2.422323808
ABRACL	223361_at	8.956239748	8.523961482	9.884555221	9.560153056	8.735102057	8.805674056	9.522540409	8.851183662	8.431084511	8.093560297
ABT1	218405_at	6.668506711	6.071333406	4.655481281	5.04229628	4.738935106	4.38270436	4.355719338	4.645411249	5.330989391	5.328802773
ABTB1	229164_s_at	4.765830529	5.310729725	4.683002984	4.114592199	4.870785845	4.899501706	4.530417204	4.413250353	5.544200509	5.165159596
ABTB2	213497_at	4.699881751	4.679253832	4.158461238	4.322951201	5.133061357	4.774137054	4.705589349	4.010835465	6.385814543	5.273227331
AC000111.3	234706_x_at	1.897933088	1.72932804	1.767189147	1.51676788	1.205218258	1.308804208	3.304195199	1.470637947	1.152562972	1.476481138
AC002059.10	243343_at	2.750403422	4.965100234	2.884571377	2.453653539	3.188159942	3.377957639	2.818082706	3.168404305	3.542774747	3.133771411
AC002064.5	1564872_at	1.819759704	2.117179305	2.008578175	1.344821432	1.933033714	1.597752198	1.789033389	2.012536382	1.815006099	1.526032652
AC002310.12 /// AK056973	1557135_at	4.195131618	4.644718855	5.585227777	4.664773561	5.484523347	4.606292488	5.271536817	4.817849499	5.831744187	5.68889101
AC002310.7 /// ZNF785	213525_at	4.434797101	4.728222441	3.918726555	4.191355973	3.677653736	3.987087878	3.808384828	3.80389043	5.219040397	4.246562499
AC003973.4	234546_at	1.699862784	1.846378452	1.912051159	1.408021122	1.73982907	2.386532609	1.685735899	1.552420948	1.78692071	1.818266517
AC003986.5 /// BC043576	1562810_at	2.913702479	3.663357088	3.088496728	3.25988505	3.408610418	3.565423689	3.41659011	3.374141238	3.299074598	3.421132997
AC003989.4	216564_at	4.208520813	4.556818929	4.611926465	3.246109381	3.732943001	3.403763116	3.584522599	3.012880221	4.35611506	3.329833006
AC004158.3 /// AK055364	1558724_at	1.576407612	1.349614754	1.925578884	1.665949726	1.324283641	1.787399622	1.495922879	1.444546879	1.112550902	1.241919529
AC004490.1 /// AX746733	214854_at	4.363335257	5.612194285	4.335264476	4.309120213	4.217338361	4.394203508	4.093526733	4.26625486	5.06319599	4.405585606
AC004538.3 /// BC040327	1562610_at	2.383038216	4.336936345	3.260436418	4.972530601	2.237995576	5.944717449	2.379675259	4.231283934	2.165596008	4.369260013
AC004692.5	217313_at	5.578175204	5.022413238	5.551310826	5.192136159	5.371879043	5.032363865	4.478896515	4.510217415	6.493969105	5.454787098
AC004941.5	217027_x_at	7.90866389	8.283629904	8.800969526	8.761058723	8.177632943	8.391288137	8.627740754	8.932073054	7.365902661	8.468761975
AC004951.6 /// AX747182	1557996_at	5.687910914	5.64875442	4.979539068	4.709660684	4.675034244	5.417035217	4.907390563	4.95661895	6.473228091	6.087940902
AC005162.4	243698_at	2.197265171	3.75101098	2.625905691	2.946420437	2.80571512	3.029587892	2.597669395	2.160345031	2.829150534	3.030323229
AC005224.2	1569685_at	3.314715492	1.347563419	1.954947042	1.773673306	1.865159536	1.675167918	1.810707789	1.654002907	1.703604462	1.370763908
AC005256.1	239925_at	3.257476348	4.06718268	3.17074529	2.992952663	3.109823261	3.703258877	3.048175554	3.094069466	3.505935224	3.509304595
AC005306.3	229607_at	5.328393578	5.690329569	4.799458553	4.984178258	5.033415896	4.585206535	4.710883237	4.606536091	6.564972106	5.328393578
AC005498.3	243104_at	4.2728533	3.956934736	5.824815301	4.461951678	4.90114146	3.027505885	3.222687522	3.895907999	4.405419925	3.501942071
AC005523.2	228435_at	6.650815119	5.549283921	6.17166246	6.086832233	6.351704383	5.598986799	4.181738425	5.783372766	6.928472604	6.897851776
AC005523.3	239112_at	4.37097356	4.820306727	4.011099676	4.163996797	4.290826724	4.40375521	4.481434746	4.009187173	5.207656408	4.637523834
AC005537.2	1560523_at	1.728421207	1.59018936	2.259204491	2.174118008	1.595589499	1.774589881	4.024698905	1.6469665	1.726320591	1.558281264
AC005592.3	234509_at	1.471404633	1.368158902	1.401641281	1.406548204	1.494303671	1.471404633	1.808817431	1.247066227	1.252551479	1.253962425
AC005606.14	228514_at	6.791370528	5.384551018	5.404169355	5.584935677	4.773605039	4.611068393	4.611068393	4.934431995	7.356249674	6.245115752
AC005754.7 /// BC016751	231394_at	2.22619948	1.964062574	1.496357536	2.051378692	2.061794486	2.259256177	1.893153009	1.608153913	2.148234149	1.706459947
AC005785.2	1570133_at	2.766539193	3.174274864	2.529283396	3.103951991	3.242148653	2.91307723	2.669319968	2.98911858	3.798929585	2.688164529
AC005838.2	216003_at	2.347379026	2.738890724	3.760808011	2.781863474	2.539698298	3.052675881	2.494552672	3.440540496	2.754959881	2.457858981
AC006026.13	230301_at	3.820041188	3.979457609	3.844050757	3.465740724	4.23861452	3.799838796	5.856636055	4.769139186	4.275686654	3.60663707
AC006129.2	239317_at	1.837894386	4.270433282	2.599632827	4.032488792	2.418015333	2.825694778	2.843672238	4.116837464	2.539611598	2.883936897
AC006538.1	232713_at	2.103350346	3.484421485	2.574719208	2.465091238	2.508867089	2.72525342	2.77166563	2.508867089	3.627255061	2.836726994
AC007228.11 /// BX647249	1556422_at	3.406196511	3.71048684	2.803563966	2.995517452	3.714728822	4.902174441	3.261634784	2.56465252	3.167852687	2.747274713
AC007255.8 /// BC038570	1557769_at	2.259256177	3.258581347	3.401493289	3.381476813	3.60687271	4.534522043	3.110563279	3.26217422	3.364158069	3.489760566
AC007292.3	208301_at	4.139366961	4.420125641	4.739460475	4.376338137	4.295414781	4.63380866	3.563362454	4.086748477	4.670432548	3.828152449
AC007349.5	1569716_at	2.155923594	1.983151671	2.178962794	1.82937535	1.87986286	2.061413629	2.187986928	1.923740928	2.10060606	1.818266517
AC007362.3	228103_s_at	5.851799577	10.58134417	6.578021312	8.804307454	6.960757426	7.078344134	4.471101234	9.500491492	8.093271463	10.44620911
AC007364.1 /// FLJ32955	242295_at	2.180234348	2.04448669	2.236418233	2.10850768	1.824654095	1.878563293	1.512583025	2.243341518	1.911712021	1.732625352
AC007365.3	241053_at	4.245010047	5.11485962	4.483259325	4.314189523	4.456741788	4.317848291	4.142868347	4.907281005	4.623896998	3.94045654
AC007389.3	216849_at	3.042785581	3.827002535	3.176953537	3.34854579	5.231658706	3.945242223	4.282468872	3.358227273	3.01460918	3.16601132
AC007401.2	244549_at	1.737408066	3.104866912	1.618887934	1.660936638	2.258966944	2.24709154	2.898567086	2.077846223	2.335877563	2.782347088
AC007557.2 /// BC031974	1560634_a_at	1.752775453	2.259256177	1.657665996	2.259256177	1.653637117	1.73982907	1.47268949	1.630563408	1.697457918	1.721856759
AC007680.2	240678_at	1.605760528	1.998647144	1.983666697	1.818266517	1.967234877	2.326757416	2.116717678	2.028832042	2.005886526	1.998647144
AC007787.2	1570167_at	2.957023498	3.560585009	2.322955573	2.526200416	3.158088008	3.676592228	2.119269036	2.39601138	3.071448719	2.729227195
AC007967.3 /// RBMY2TP /// RBMY2TP	216842_x_at	1.267008103	1.237347618	1.322913034	1.537921637	1.398217762	1.492779319	1.785887436	1.157009356	1.699654072	1.499532334
AC008088.4	224172_at	2.313059206	3.160067118	2.92222322	2.703384326	2.322623953	2.891845588	2.620679476	2.743909127	2.586765987	2.648969702
AC008746.12	235752_at	3.106076544	2.899822673	3.008767517	2.679639771	3.012763922	2.74608034	3.019541098	2.847343838	3.594537867	3.048774227
AC008753.4	237882_at	4.296653859	4.37565502	4.176772196	4.611980605	4.238257918	4.360215585	4.183964826	4.308207058	4.41481416	4.260229025
AC009120.6	228688_at	8.660076845	8.872681106	8.087328041	8.32577628	7.687872	7.724186552	7.791960189	8.379621623	8.436469008	8.255457458
AC009133.15	229807_s_at	3.926657653	3.655046143	3.450448806	2.679507134	3.134864358	3.250094192	3.413032794	2.711112738	3.860579875	4.021390445
AC009237.8 /// AK055967	206659_at	6.810360311	6.725897034	8.081317108	6.104156439	7.41046266	5.838366869	5.159645903	5.538131248	8.819370048	5.426180501
AC009502.4	1564336_at	2.063352651	1.89227229	2.214902728	2.015878344	1.688415706	2.314978257	1.744964809	2.086181165	2.058596715	1.570796747
AC009947.3 /// RBMY2AP /// RBMY2AP /// RBMY2BP /// RBMY2BP /// RBMY2DP /// RBMY2DP	207916_at	1.53409107	2.033230912	1.660956558	1.8969369	1.887559304	1.988196518	2.068103915	1.915261151	2.048615889	1.992763746
AC010095.5 /// RP13-1039J1.3	1566127_at	3.947153224	4.194728185	3.075566469	3.299206819	3.640538374	3.985075898	4.716768057	3.859855457	3.554532456	3.710063928
AC010145.3 /// MYCNUN	244438_at	1.708225921	2.670099162	1.993919132	1.959341	2.018571729	2.364441463	2.374931399	1.910672176	2.474880515	2.182793337
AC010145.4	241282_at	1.789393084	1.829504846	1.598874857	1.418176183	1.573498001	2.122576741	1.539121854	1.573498001	1.715277082	1.73982907
AC010524.4	1555616_at	2.304868706	2.064102978	1.717895363	2.099519301	1.705086212	2.207783367	1.868375003	1.705631542	2.006886617	1.523172313
AC010980.2 /// LOC440934 /// LOC440934	230844_at	3.076084335	3.884945512	3.030323229	3.174274864	3.769396375	3.70825717	3.32635266	3.499155849	4.78404853	3.355585789
AC011997.1 /// BC021693	1570261_at	1.373419623	1.473012691	2.143796511	1.441407087	1.549030439	1.99644003	2.565925806	2.084054547	1.363080587	1.285956186
AC012065.7	214238_at	2.956565068	2.855925769	2.637728066	3.357837943	2.950292655	2.857267302	2.845358445	2.617105639	2.492749395	3.425064049
AC012360.6	1557274_at	2.5303997	2.56412762	2.357526331	2.793998295	2.421664173	2.875987895	2.519021796	2.698331588	2.282298235	2.558249738
AC012499.1	237375_at	3.645670372	2.252220164	2.593509899	1.801792319	1.791364117	2.383304176	3.632701556	1.954800564	1.788801888	1.811241148
AC012531.25	1556753_s_at	1.90556431	2.51567799	1.759204185	1.637834314	1.493058151	1.713260721	1.729940645	1.686603175	2.157963505	1.442170396
AC013463.2	232512_at	2.390726014	2.538666855	2.380506438	2.718429239	2.712529183	3.593401346	2.588045316	3.73471465	2.006886617	3.187838514
