Gene_Symbol	Selected_Probe_ID	GSM249671	GSM249672	GSM249673	GSM249674	GSM249675	GSM249676	GSM249677	GSM249678	GSM249679	GSM249680
YAE1D1	223433_at	7.69562549	7.19086007	7.480829444	7.755427409	8.448905439	7.558366598	7.88338989	7.62003294	7.650323395	7.384053271
YAF2	206238_s_at	6.530404606	6.340975714	7.25160137	6.925727191	7.016331836	6.570542157	6.765338399	6.726696677	5.08747899	5.462579172
YAP1	224894_at	10.1663242	9.545837169	11.4208682	10.54438848	10.16709997	10.24807222	10.51652601	9.989246356	8.793742157	9.515280863
YARS	212048_s_at	7.682860759	6.677030281	6.688749762	6.698777511	7.328262304	6.981803746	7.975677236	6.972835669	6.411950454	6.327103849
YARS2	218470_at	6.44224716	7.141334485	7.337829429	6.671803269	6.893911136	6.576146309	7.474962671	6.945997076	7.306292093	6.243544867
YBEY	227421_at	7.976458117	7.403029267	6.98678815	6.583804784	6.884757197	7.118464764	7.429477376	6.838801919	7.938795327	7.755234929
YBX1	208627_s_at	13.00317229	12.64632905	13.27465114	12.65551405	13.124842	12.42861633	13.22230519	12.68463809	13.18257691	12.77915547
YBX2	219704_at	5.505167151	2.167198398	2.705332109	2.716968616	2.531145128	2.874485971	3.06141553	1.964392288	3.887849481	2.276186486
YBX3	201161_s_at	8.445783671	8.450126786	9.008251724	8.100075192	8.787979799	7.980122344	8.364861905	7.702667677	10.00668462	9.214936057
YDJC	227042_at	6.602172131	5.732052695	5.03351328	4.365639763	4.587269069	4.623140995	5.120652908	4.326752344	6.381646438	5.051531971
YEATS2	221203_s_at	9.032860573	8.188136187	8.43093518	7.809590893	8.834761819	7.344155746	7.994132307	8.029160337	7.917732914	7.537219609
YEATS4	218911_at	7.353607712	5.390836036	7.718439308	6.439401844	7.450815536	6.926043959	7.646350551	6.698767322	6.38364116	5.704745805
YES1	202933_s_at	8.803408535	8.843814064	10.23188359	10.00459308	10.54783981	10.07214997	10.15048908	9.895654076	10.1845872	9.229302231
YIF1A	202418_at	5.684713031	5.01618161	3.835747159	4.171547097	5.093574449	4.62470063	4.632965841	3.995288423	6.103330258	5.133794368
YIF1B	231211_s_at	11.36171498	8.901555511	11.32337498	9.201104481	10.73434956	9.99973477	11.19837778	9.959645755	11.39547559	9.544748447
YIPF1	214733_s_at	6.144699493	6.698926917	5.555285034	5.961437816	6.384290253	5.752664249	6.307696131	6.274914983	6.820028264	5.362477334
YIPF2	221939_at	8.058624822	7.812983115	6.823460814	6.932620067	8.276854441	7.493366624	7.065913639	7.301952379	7.603261418	7.541450604
YIPF3	216338_s_at	9.240141432	9.23055717	8.919464582	9.307973182	9.50389164	9.009848705	9.251346998	9.202360725	9.730865413	9.686569419
YIPF4	209551_at	5.125938207	4.349556789	5.882671092	5.639218059	5.036254978	5.301446164	6.163134388	5.419897469	4.387329685	4.387329685
YIPF5	224953_at	8.466593566	9.691511009	9.431224092	9.906524193	8.208632448	10.12490139	8.550007487	9.684636205	8.035909907	9.259097043
YIPF6	212341_at	9.438493371	9.20121322	10.43401647	9.780766347	9.998551527	9.382225899	10.14465301	9.868264776	9.733703525	9.71891471
YJEFN3	229961_x_at	4.373368947	5.399476142	3.917832251	4.473312247	4.118679142	4.648372836	4.473312247	4.302824141	5.357824599	4.709566703
YKT6	217785_s_at	7.184399551	5.457857663	6.18470412	6.592692476	7.312613468	6.635132798	6.432113728	6.697573994	8.314531612	6.07915056
YLPM1	214659_x_at	8.287857413	7.759535113	8.396827474	8.324533227	8.941247235	7.870045454	8.150675728	8.540734172	8.780044179	9.068733778
YME1L1	201351_s_at	9.63421105	9.328479471	10.63518463	10.25641002	9.817394152	9.922219406	10.74663508	10.04338805	9.262841211	9.216645865
YOD1	227309_at	6.020063941	5.349072635	6.822881716	6.606534825	6.838621507	6.369850722	6.824356473	6.515782825	5.466311209	5.438777312
YPEL1	228788_at	6.681188585	5.22769985	7.067999516	7.106443093	6.43889849	6.948461471	6.775755651	6.256482771	7.433373115	6.259989178
YPEL2	227020_at	6.117235019	6.691389009	6.694211927	6.688628304	6.978563662	7.325901813	6.22387895	6.881140372	6.696038118	7.248623694
YPEL3	223179_at	7.782913734	6.399570272	6.622128128	6.536496328	6.127851875	5.95427453	6.000405868	5.909278872	8.006254854	7.514477758
YPEL4	235916_at	3.646473232	4.548874204	3.702806937	4.638607379	3.662412306	4.671532377	3.486524386	3.618702724	3.477499624	5.016680837
YPEL5	217783_s_at	10.07287876	9.737842255	10.10375957	10.53348489	10.51318675	10.2356402	9.917598869	10.20823056	9.517105325	10.04544639
YRDC	218647_s_at	5.597266859	4.722606946	6.002694506	5.479403609	6.014661023	5.802326489	7.254113838	5.550599956	4.822355998	3.973017442
YTHDC1	212455_at	9.140384438	8.934965548	9.917449692	9.286464033	9.389539138	9.291777857	9.496718305	9.2817863	8.881551565	9.158541321
YTHDC2	1568680_s_at	6.950243672	6.82464275	8.219005275	7.778859667	7.335734686	7.244890436	7.906704814	7.61053391	5.932027203	6.447295563
YTHDF1	221741_s_at	10.10882854	9.356737728	9.987281897	9.885928197	10.63480918	9.213230673	9.923202802	10.16962875	11.35623582	10.44976091
YTHDF2	217812_at	9.771570457	8.491897508	10.21530281	9.365780059	9.486548074	9.115959251	8.940025831	9.113831186	8.885500188	8.673018424
YTHDF3	221749_at	7.266831953	6.706696623	8.840986044	8.38040559	8.138369357	8.35932275	8.500257877	8.300297426	7.1774397	7.467471696
YTHDF3-AS1	231071_at	3.920970645	4.396169253	3.300807264	3.711149581	3.501569005	3.852928684	3.74413908	3.489769199	4.449167515	4.371217093
YWHAB	217718_s_at	11.26107195	10.7704194	11.3369542	11.24542167	11.36230113	10.93970097	11.72879806	11.38851776	10.79535029	10.71047121
YWHAE	210996_s_at	12.20353496	11.73895864	11.58022688	11.32496953	11.37100997	11.0518193	11.23614954	11.12025869	12.29434544	11.60879279
YWHAEP7	240979_at	5.376531054	2.668655817	3.972360052	2.179332137	4.982337722	3.228578118	7.260164832	3.103514171	5.047897552	2.978486462
YWHAG	222985_at	10.08858955	9.441488764	10.54027533	10.28570133	9.920278666	10.16534925	9.957612878	10.07835368	9.678170194	9.804128591
YWHAH	201020_at	7.031914254	7.432882105	7.159348416	7.862384331	6.224942119	7.235021565	7.435614607	7.925121332	7.341399672	7.777354452
YWHAQ	213699_s_at	12.66444097	12.54820246	12.77078568	12.8408927	12.50941677	12.73551823	12.74842709	12.53200325	11.84740962	12.07278647
YWHAZ	200640_at	11.47337338	11.03263735	11.91087411	11.53488666	11.81886791	11.3857287	11.89833043	11.31195488	11.70327651	11.12534032
YY1	200047_s_at	9.812216485	9.236183199	10.76497562	9.868439878	10.16961442	9.53675531	10.34857443	9.998544386	10.02077445	8.839666615
YY1AP1	217836_s_at	7.308344075	6.386328524	7.303417514	6.89909331	7.875108801	7.170125957	7.241949615	6.73676752	7.700373357	7.369986469
ZACN	1555550_at	6.359908636	5.252536216	4.973230558	5.039385753	5.026245579	4.958280493	5.503551461	5.706593437	6.739692872	6.248308047
ZADH2	1554239_s_at	7.138693602	7.575239768	7.712982132	7.376450622	6.327290263	6.371720943	6.79824546	7.37241703	8.948106456	7.898319176
ZAK	225665_at	6.427357025	6.167150809	7.281356517	7.360444864	8.448544641	7.692227033	7.409117966	7.613620219	6.328135246	7.496888345
ZAN	224265_s_at	3.622368839	4.50577456	3.835619104	3.844946777	3.792143111	3.757739144	3.873723279	4.388103002	4.108233155	3.361967971
ZAP70	214032_at	4.146915799	4.77904145	4.357711774	4.520770079	4.153761012	4.929773949	4.436946479	5.221914456	4.536548703	4.413079369
ZAR1	1555775_a_at	2.304734456	3.331124802	2.922473153	2.525017274	2.983358222	2.60044368	2.342516398	2.556622879	2.059496185	2.304047199
ZBBX	220269_at	2.314307851	1.799357965	2.251430793	1.578672781	2.061794486	1.568137566	2.867866444	1.866049101	2.914052081	1.757027139
ZBED1	1554821_a_at	6.215094648	7.13281934	6.057168167	6.9548021	5.732201792	7.79605274	7.025089144	6.998449328	6.867154405	7.669648091
ZBED2	219836_at	8.080421052	5.292860206	9.131870256	6.408634682	8.616454553	6.109988366	9.239135623	7.772139607	7.385908796	4.220432136
ZBED3	235109_at	5.823499362	3.279363848	5.131344975	5.114722308	4.91656847	4.270281895	6.184046453	5.577487503	5.728084495	5.106822196
ZBED3-AS1	241423_at	5.879566153	5.360814533	5.917329917	5.725841287	6.006346637	5.020237686	5.887567553	5.360717305	5.940516093	5.734075587
ZBED4	204799_at	4.599476411	3.904921039	5.022244433	4.910714507	4.993173921	2.967466522	4.790154937	4.78932562	4.709879163	4.215214434
ZBED5	218263_s_at	7.23825202	7.573977658	7.20737726	7.796848954	8.021417859	8.057190428	7.563258507	7.991212607	7.536411161	7.772438877
ZBED5-AS1	235010_at	6.022539709	4.763017406	6.183553805	5.522080845	6.223913476	5.854295502	6.582189208	6.347515412	6.42576202	6.523906093
ZBED6	1565866_a_at	6.582203859	6.20824753	6.668172846	6.553510619	6.787610344	6.647487538	5.34288412	6.562575696	6.900447441	6.773984646
ZBED6CL	227598_at	5.471236207	7.33820946	4.943238662	5.46749264	5.462765803	5.558234823	4.945531464	6.560356403	6.36664192	5.669185143
ZBED8	220770_s_at	6.339280559	6.062899311	7.312646837	7.01615644	6.360729133	6.533750571	5.654757558	7.13541053	5.490314136	6.157608184
ZBED9	244758_at	4.86264171	3.421613339	5.473473736	3.245835949	2.367326578	2.493805075	5.439634737	4.588375941	3.74413908	2.632067944
ZBP1	208087_s_at	4.606783093	5.51167563	4.874213715	4.768320935	4.400520455	4.967059227	4.927746489	5.152305448	5.095916904	5.376842664
ZBTB1	213376_at	7.450815536	6.291748061	6.58815656	7.008214822	7.138262912	7.491989934	6.734536464	7.143145733	6.664379418	6.624572625
ZBTB10	228562_at	7.965058213	6.290056143	7.794371746	7.369186434	8.680762613	7.637438617	8.53858481	7.29049834	7.350853858	7.38986604
ZBTB11	204847_at	6.706696623	4.697812066	6.933107827	6.898575443	7.034273102	6.230348013	6.50016175	5.976618798	3.718085649	5.206733149
ZBTB11-AS1	232259_s_at	4.473346124	4.812652603	4.850452806	5.18361564	4.396498948	4.359211831	4.895761816	5.19870141	5.159858153	4.82664768
ZBTB12	233843_at	2.811849071	2.809475625	2.557827711	2.681763712	2.544937442	2.675788789	2.523821042	2.588000444	2.706119144	2.591263981
ZBTB14	209724_s_at	6.23480865	6.994190967	7.399503485	6.942256651	6.403607972	5.953043414	7.181420868	6.990718608	7.010075919	6.573094094
ZBTB16	205883_at	2.852398794	4.077631714	2.721741017	3.408543666	3.229558118	3.572537571	3.153450918	3.360961767	3.627119501	3.98419217
ZBTB17	203601_s_at	5.557146726	6.248680261	5.170570819	5.60403423	5.441351439	5.552218055	5.539596142	5.415897494	6.183993879	5.794943825
ZBTB18	212774_at	6.382179114	8.635529699	9.435187379	8.611216556	8.392338254	9.358646472	9.150812701	9.230737956	8.792900168	8.009640416
ZBTB2	226284_at	5.751901592	5.701655501	6.361979256	6.213831647	6.764088619	5.658443463	6.488888385	6.705690199	6.867926175	6.147990874
ZBTB20	226252_at	7.059040897	7.331386418	7.63820177	8.680501744	8.257165087	8.829551138	7.57934418	8.522981715	7.439190248	9.167799526
ZBTB20-AS1	231497_at	3.758854922	3.96346751	3.725069747	3.721896619	4.097557254	4.260719566	3.733195634	4.879340917	3.647028733	3.574527831
ZBTB21	225539_at	6.241592672	4.198143329	6.062899311	6.002728916	5.44823438	6.085545239	5.029882449	5.739780014	5.700383252	5.402418015
ZBTB22	213081_at	6.807062443	5.529941523	6.123150315	6.491386686	6.331105014	6.458740438	7.016216963	6.148335585	7.421991252	6.109611775
ZBTB24	205340_at	6.707922023	4.959324978	7.324284508	6.958344537	6.632286831	7.158375421	6.997001433	6.238428767	7.309812599	6.755405294
ZBTB25	214482_at	6.588515562	5.098572888	5.170307777	4.942037327	5.967521159	5.036689917	4.086960125	6.140890935	4.942037327	5.358839946
ZBTB26	227162_at	5.556291486	4.177408547	5.385109244	5.807094306	5.696057431	5.694194826	5.783861035	5.735678497	5.017534726	5.012041418
ZBTB3	220391_at	7.6386226	5.158388672	6.927475009	6.670330824	6.789135853	7.081637071	7.225885638	7.284541838	6.528660055	6.845184695
ZBTB32	220118_at	4.15265897	4.24217129	3.384440024	3.198635762	3.405311586	3.126692965	3.712645243	2.882753698	4.426481327	3.807428975
ZBTB33	226255_at	8.961774232	7.110106253	9.020780084	8.151026806	9.175804069	9.056126129	9.060183156	8.307828787	7.631437956	7.397628993
ZBTB34	227111_at	5.807361493	4.574926079	4.987126454	6.116406897	6.317883792	6.062899311	4.689962679	6.025595259	4.245774012	4.783703835
ZBTB37	223953_s_at	5.269428128	5.061308568	5.001361164	3.892369862	4.858682739	5.551214345	4.614329663	4.635097764	6.2126518	5.139663693
ZBTB38	1558733_at	8.775982333	9.070136657	8.348296979	8.320561399	9.029912111	8.546441385	8.347938876	8.327391334	8.893871154	8.824133181
ZBTB39	205256_at	6.248837109	5.082255541	5.768621946	4.307406567	5.659835019	4.390929673	5.907565725	5.264153852	5.903687484	5.44901066
ZBTB4	225629_s_at	10.41002437	10.74583851	10.11075301	10.89707952	10.66719413	10.85786889	10.60137757	11.19197157	10.47245461	11.41839573
ZBTB40	203959_s_at	6.716744932	6.252366643	6.044787111	5.849172415	6.707577597	5.867703387	5.932866243	6.339986897	6.35670105	6.20290546
ZBTB41	226962_at	8.759502826	7.661283373	9.120113494	9.312415541	8.667761901	9.03817331	8.925456729	9.002213481	7.74114351	7.486014394
ZBTB42	229691_at	9.129581913	6.843570529	7.442255457	6.128536395	8.16315665	7.022455362	8.199876632	6.61777069	8.828391477	6.723953899
ZBTB43	231393_x_at	7.389326081	7.422142475	7.311478326	7.495772066	7.873109021	7.356249674	7.333349639	7.359717473	7.424539985	7.62946491
ZBTB44	226148_at	10.02022162	8.750119889	10.71263481	9.612456098	10.54720456	10.01422837	10.37313817	9.83863113	10.10457062	9.446319571
ZBTB45	229862_x_at	5.826089803	5.009198113	4.656041586	5.592517522	4.08807562	4.905605188	5.440613833	4.80413141	5.269242794	5.679379556
ZBTB46	227329_at	8.3225458	7.736192456	7.74189624	7.637726324	8.798560409	7.84647459	8.915138494	8.241342543	9.379522426	8.144634954
ZBTB46-AS1	224119_at	3.440501118	4.361764892	3.292537508	3.970410563	4.033166179	4.435909807	4.076739347	4.06442854	4.09979182	3.507953041
ZBTB47	226484_at	6.403237666	5.890816257	6.342555153	7.526319437	7.291568403	7.366924477	6.258666155	6.769740828	6.352955807	7.146922602
ZBTB48	205025_at	4.879620108	3.988157164	3.395695559	3.393070361	4.168657478	3.600947847	2.928566383	3.331674569	5.567045786	4.652470216
ZBTB49	229089_at	4.704911174	4.301520278	4.084421759	4.309123803	3.643401905	2.954011941	4.778966993	4.430270347	4.991895587	4.149253164
ZBTB5	203026_at	5.207123194	4.48534502	4.534480564	4.650144812	4.910703793	4.842076519	4.385927324	4.655559283	5.480568758	4.357707311
ZBTB6	206098_at	2.259256177	1.969942273	2.416811335	2.517340668	2.253797353	2.690614427	2.597669395	3.016661298	1.601143403	1.867337753
ZBTB7A	226554_at	10.2986872	11.11877201	10.57704898	11.0742528	10.5673796	10.88034722	10.67468505	10.98337745	10.973947	11.33739055
ZBTB7B	205853_at	5.344147619	5.543838746	5.3941033	5.015976979	5.146653572	4.562252988	5.307377754	4.446870766	6.226231921	5.5572573
ZBTB7C	227782_at	6.410846789	3.288515002	5.701882328	2.897736202	4.169223936	3.572537571	4.670373184	3.700755476	7.567616796	5.919881146
ZBTB8A	235142_at	7.11137384	5.90284537	7.029396615	7.718566686	7.23349433	7.582757694	6.932010935	6.788995379	5.646797405	6.71925306
ZBTB8B	1563770_at	4.756706534	2.304590632	2.325274288	2.244945561	2.620570234	2.83277504	2.161972342	1.956983412	2.251489522	1.945105196
ZBTB8OS	228970_at	8.242945529	7.533645352	8.79857918	7.994871501	8.889848855	7.971961154	7.772381685	7.616511025	6.99607259	7.495191206
ZBTB9	226163_at	6.233546298	4.923724508	6.256860904	5.584524584	6.100517891	5.173810118	6.331435876	4.944453416	5.311340141	4.553642018
ZC2HC1A	205308_at	6.357897109	6.470889853	6.161707553	7.167482596	6.389368401	7.01371946	6.423887649	6.333737193	6.873712758	7.308812474
ZC2HC1B	237592_at	2.14803509	2.422907804	2.128058393	2.611277842	2.162583299	2.804205066	2.836955943	1.94491809	1.96361876	2.803066762
ZC2HC1C	220107_s_at	4.777092872	4.478774333	5.228530776	3.711823176	5.128207305	3.996751553	4.512943035	4.204949073	5.001806523	4.182688169
ZC3H10	227430_at	6.315828593	5.12287932	6.004979888	5.946226385	5.952979637	5.247760163	6.853340368	5.841349192	6.402337228	5.964289801
ZC3H12B	234878_at	3.330908318	4.15526203	3.334204508	3.350758191	3.491695403	3.730851316	3.455812535	3.286737201	3.617474939	3.912000736
ZC3H12C	231899_at	3.537928439	5.193249413	5.545931293	5.907733409	5.963385802	6.099597809	6.032181475	5.58050801	5.05359495	4.889225859
ZC3H12D	1559263_s_at	3.74413908	5.504810632	4.281934788	6.106507925	3.760619456	5.748276193	5.71556832	6.765248268	3.532371533	5.287027456
ZC3H13	212402_at	6.65516168	6.343623761	6.717390732	6.59669169	6.794819014	5.978503318	4.670036832	6.453632088	6.392853515	6.390679514
ZC3H14	213064_at	8.428030822	7.719180136	9.412754927	8.514573972	9.226783141	8.57691377	8.591143518	8.591560071	8.603549153	8.707776444
ZC3H15	201593_s_at	9.972038399	9.160691996	10.20180116	9.645435397	10.05325664	9.444402206	10.10482008	9.58883411	9.727604628	9.55064976
ZC3H18	226108_at	5.736990898	5.847888597	5.098117646	5.007148955	4.91943458	4.729107445	4.773484729	5.252076524	5.295697043	5.377811308
ZC3H3	213445_at	3.56985995	3.56643288	3.17648916	2.987619953	3.36058828	3.338929196	3.525600193	3.521842139	3.427937751	3.773094439
ZC3H4	213390_at	8.638697629	7.866205258	8.427515141	8.306374043	8.533529126	7.712051402	8.321711778	8.526137606	8.553586824	8.993368739
ZC3H6	227809_at	6.671095239	6.652867815	6.685679544	6.740408195	5.740425567	6.591739592	6.106453837	6.61649373	6.995768445	7.187900153
ZC3H7A	226897_s_at	7.440367318	6.227036708	7.350073065	7.545999406	7.243669299	7.260913778	6.930132788	7.404327176	7.789200287	7.458807431
ZC3H7B	206169_x_at	7.517323407	8.49358791	7.533070026	7.545277213	7.800439711	8.235166483	7.626282461	7.483254256	8.054793821	8.207197782
ZC3H8	223506_at	7.278403728	5.137762568	7.021835282	5.597875731	6.909468814	5.935067563	7.056241318	5.99891809	6.650669797	5.917838159
ZC3HAV1	213051_at	7.802555026	7.829416271	8.138485639	8.340488928	8.382632771	8.071573524	8.360589436	7.94571955	6.867784354	7.817955902
ZC3HAV1L	228280_at	8.07899812	7.676690576	8.316416836	8.385596977	9.050397932	8.698192221	8.059896138	7.965510034	7.62050684	7.66047242
ZC3HC1	223163_s_at	6.547612075	5.136794174	5.273884477	5.401001709	5.537759489	4.668779911	5.822063045	5.40287841	4.887170872	5.22021916
ZC4H2	234809_at	3.954160617	4.479613884	4.448940575	5.272343582	3.766678486	3.068817123	4.261255231	4.860207255	6.057926866	5.324783391
ZCCHC10	221193_s_at	9.555091763	8.487172674	9.207532776	9.188354694	8.695405518	9.014464281	9.110764731	9.221354058	8.196608199	8.228449799
ZCCHC11	212704_at	6.289968158	4.225373357	4.788420191	4.935875756	4.596950379	4.927451739	4.896260072	4.838121925	4.236984616	4.112191876
ZCCHC12	228715_at	1.932324151	1.564166523	1.776146296	1.638684606	1.75279968	1.662216613	1.990590752	1.729224627	1.747070946	1.644218357
ZCCHC13	1554210_at	3.477210767	4.385007947	2.90629616	3.195064137	3.655787198	2.849814563	3.051874039	3.233758136	3.497820196	3.370347896
ZCCHC14	212655_at	6.591739592	6.847395946	6.177267928	6.457664702	6.28540151	6.197833948	5.58050801	6.361638616	6.341578217	6.811853605
ZCCHC17	223107_s_at	9.224874376	8.659111183	8.494564556	8.270682857	9.03466699	7.821786881	8.16059133	8.217796339	8.455728261	8.171807738
ZCCHC18	230224_at	2.354335269	2.416658184	2.202598205	4.301148692	2.649106175	3.353507299	3.291402724	2.932901904	2.844242188	2.764970016
ZCCHC2	219062_s_at	7.49554613	7.240542223	8.190007327	7.59896842	7.42980612	8.257518766	7.515984182	7.614228714	8.727792481	7.308599745
ZCCHC24	212419_at	6.169054886	8.692908394	5.541457858	8.276437257	5.721187944	8.558025694	5.628504413	8.622663757	6.783809768	9.252154098
ZCCHC3	225091_at	8.885133271	6.995957553	6.706366121	6.342920602	6.873503345	6.429367558	7.14299436	6.667759551	7.517290933	7.100040569
ZCCHC4	219917_at	2.823040064	2.8498315	4.410647732	4.520770079	2.993880311	3.332906035	3.017403702	5.131598792	4.065526132	2.77773045
ZCCHC5	1552935_at	2.184925465	4.654497712	1.975783872	3.722280108	2.220152154	3.096802815	2.356570976	3.901397067	1.836936386	4.432089544
ZCCHC6	242776_at	8.533921575	9.693396495	9.492792785	9.719418359	9.634240145	9.244331831	8.265004913	9.68505555	8.276023648	9.36556137
ZCCHC7	1555562_a_at	8.59598303	7.746758998	8.926411276	8.812552495	9.028714605	8.765975754	7.838421246	8.327846	9.109153165	8.765547038
ZCCHC8	218478_s_at	8.234124484	6.917636391	7.810453617	8.375548907	8.256146417	8.746484388	9.640315234	8.482839212	8.136067455	7.845095628
ZCCHC9	225538_at	7.501486276	7.554422376	7.537622656	7.751222834	6.778697283	7.275613714	7.662902229	7.752927502	6.26875416	7.439512174
ZCRB1	225394_s_at	11.09872432	10.74899206	11.46227323	11.43855921	11.54951937	10.91523346	11.43777289	11.25104419	11.56533962	11.22969778
ZCWPW1	223992_x_at	4.562963095	4.932241309	4.409683018	4.671992343	3.8536749	4.923641141	4.742776013	4.789500402	5.490314136	4.900400992
ZCWPW2	243863_at	2.444823183	3.458502633	3.315585665	3.814899432	3.828402698	4.260719566	2.757663277	3.477551078	2.490134729	4.313863436
ZDBF2	228749_at	1.927893136	4.451211008	5.409288356	6.205161982	2.005449404	5.082696563	5.75313883	5.099243145	2.431947913	3.662412306
ZDHHC1	237228_at	4.778232688	5.135504584	4.412849643	4.732628569	4.503011423	5.272426557	4.845542259	4.53445767	5.360367173	4.949164185
ZDHHC11	232417_x_at	4.308957495	4.0906672	4.98422706	3.524365106	5.227409845	4.260719566	4.753187732	3.918149373	5.071827856	4.657424378
ZDHHC11 /// ZDHHC11B	221646_s_at	5.914891094	5.933090243	7.91140411	5.882163622	8.940613185	5.730976132	6.436223689	5.246104908	10.54626875	8.422143097
ZDHHC12	226088_at	6.470250891	5.004815144	3.741351646	4.240128949	4.787644386	4.804535092	4.995569922	4.080731436	5.494767545	5.070271868
ZDHHC13	219296_at	6.259152156	5.114868022	5.857580067	5.402829196	7.993468516	6.57133731	5.324154218	5.577096269	7.032679319	5.640433616
ZDHHC14	219247_s_at	5.88953979	6.593077064	5.742004449	6.28132573	5.82217288	5.677486406	7.190532278	7.442469679	6.951793177	6.680625065
ZDHHC15	1552557_a_at	2.127520935	2.358320963	2.185186816	2.760451019	3.128806884	2.638338906	1.955044448	2.085927403	2.208662468	2.737049469
ZDHHC16	223212_at	7.888906934	6.773206125	6.868660123	7.181868001	7.310172319	7.439185137	7.90391713	7.204385433	6.245688757	6.895822721
ZDHHC17	212982_at	6.504153871	5.198405779	6.279101077	7.370479931	6.775472314	7.074766007	6.984541422	7.415224689	6.029694665	6.866256496
ZDHHC18	212860_at	4.970804716	6.442478972	4.787764685	4.472284056	4.835237357	4.358013382	4.360051859	4.368613721	5.419414944	5.478272811
ZDHHC19	1553952_at	4.734272109	5.23212728	3.723257837	4.338656595	4.594172037	4.278154073	4.461588721	4.305176599	4.504070784	4.687641522
ZDHHC2	222730_s_at	5.527369	6.040923814	7.858240623	7.736030091	8.700754656	8.404093322	6.667386074	7.565843806	7.816289102	7.636138575
ZDHHC20	243786_at	8.764650364	8.236066818	9.598413391	8.910778783	9.791312938	8.476832852	8.281509788	8.607152825	9.018901959	7.711679021
ZDHHC21	235068_at	8.05609431	7.111406114	9.109032412	7.233968113	7.913851465	8.091070274	7.906638661	7.029984255	6.625516534	6.066843956
ZDHHC22	229875_at	3.329582709	3.102419586	3.174088981	3.370782831	4.523232241	3.220371356	2.545488609	2.898660907	3.929946052	3.193424142
ZDHHC23	226912_at	7.974430342	5.720807652	7.451507197	5.218727817	6.859943781	3.497305061	7.172625669	4.78932562	7.299021673	4.241896577
ZDHHC24	227549_x_at	5.753593259	5.843804726	5.032515019	4.944956003	4.923803005	5.03830695	5.648256328	5.059702735	5.778807211	5.432214291
ZDHHC3	218077_s_at	8.169130211	7.792763189	6.72228228	7.168483983	7.915117973	6.413662163	8.158114937	6.91356308	7.249429851	7.555570859
ZDHHC4	220261_s_at	5.662566951	4.39165033	5.741490368	4.944823215	5.822566924	4.319145283	5.421366278	5.402756008	5.641447989	5.604427888
ZDHHC5	224858_at	8.276831724	8.367860369	7.837797713	7.620769293	8.735433222	8.47020599	9.220571934	8.227798103	7.866295856	8.158688188
ZDHHC6	218249_at	6.977468757	6.814351985	7.453065965	7.388518213	7.285168402	7.021835282	7.86147586	7.150065381	7.529711619	7.124051818
ZDHHC7	218606_at	7.307549314	7.762999548	7.324197369	7.873441581	6.846864944	6.571059876	7.600151336	7.952700355	7.3290446	8.235410561
ZDHHC8	230731_x_at	4.511923647	4.639423471	3.947029445	4.102026755	4.402648098	4.226993531	4.238836127	4.264325388	4.062882166	4.351954345
ZDHHC8P1	222274_at	3.039841322	3.50365966	2.503455828	2.917538642	3.240378348	2.549763774	3.030323229	2.981720749	4.809776505	2.726219458
ZDHHC9	222451_s_at	8.28021304	8.441685225	8.608612138	8.843380348	9.202908553	9.156189161	9.321570687	8.071596774	8.510194264	7.214672406
ZEB1-AS1	229090_at	3.581375973	3.78102526	5.250645457	6.689389248	5.797884285	6.103963251	5.403757105	5.900170394	6.14032905	5.814288566
ZEB2	203603_s_at	5.402982265	8.803649433	7.48796082	9.523918982	6.342652162	9.860485578	7.669921482	9.446144521	4.227359647	9.237840059
ZER1	202456_s_at	7.124824537	6.552675414	5.786095556	6.455360479	6.73457114	5.71017338	6.643067385	6.355486623	7.155344702	7.566149676
ZFAND1	218919_at	8.332045605	7.702311907	9.307581693	8.700309302	8.887343885	8.986823323	9.294541849	8.523010909	8.585533541	8.602479226
ZFAND2A	226650_at	5.416934631	6.507934746	6.012265662	6.429374721	7.423327776	7.115487162	7.515186059	7.195269072	6.824047292	6.552315937
ZFAND2B	226168_at	6.32927247	6.320307454	5.727174807	5.871424241	6.374171606	5.168791291	6.374171606	5.214681995	6.720451168	5.711133625
ZFAND3	222493_s_at	7.068828919	7.286027593	6.734720674	6.858627861	6.944764609	6.415354778	6.676918699	7.019726963	7.714623161	7.171061349
ZFAND4	244206_at	5.98170652	4.368188648	5.382565597	4.816594605	4.981144805	5.655031918	4.789303729	5.228935928	5.135497281	3.882006157
ZFAND5	217741_s_at	9.654687336	9.559768892	10.33982442	10.22764973	9.893683806	9.620104156	9.201714078	9.760583767	9.101587109	9.81370671
ZFAND6	221613_s_at	9.969864412	9.884705576	10.26602755	10.33929912	9.225307822	9.848339505	10.5829584	10.42361624	8.805815292	9.830462385
ZFAS1	226227_x_at	11.1668234	10.6012043	11.48650926	11.29225309	11.01772083	10.33527969	11.24352557	11.26124294	12.01010413	11.46291166
ZFAT	226564_at	4.462843849	3.98362524	4.358714366	2.926517753	4.188636994	3.827671431	4.157442089	4.170912004	4.688960803	3.832827675
ZFC3H1	213065_at	8.545937578	7.508007047	7.801613096	7.442400922	7.669671586	7.947699028	7.678006603	7.442400922	7.673943998	7.540442466
