Gene.Symbol,GSM775184,GSM775185,GSM775190,GSM775191,GSM775224,GSM775225,GSM775249,GSM775250,GSM775258,GSM775259,GSM775264,GSM775265,GSM775270,GSM775271,GSM775275,GSM775279,GSM775286,GSM775287
PSTPIP1,6.598375925,7.699668919,6.395217757,7.281721429,6.570689852,6.757339335,6.667933272,6.829724003,6.633468847,8.043892368,6.889926139,6.904514204,6.492785097,8.159363277,7.557973676,7.640090896,6.732319405,7.063471663
PSTPIP2,6.012458724,8.037533227,8.438629696,8.450556392,6.878131861,7.033217045,7.277476182,7.504800718,6.791763289,7.350263851,6.03022019,7.463281588,8.081105239,8.145739604,8.06679045,7.532441647,7.779360196,7.624742096
PTAFR,6.763460708,8.020854409,6.398404245,6.355437611,6.220738557,9.040170245,6.77077752,7.662913284,6.873083548,8.281299507,7.295128819,7.737775981,6.628201565,8.794191646,8.636034372,7.050770491,6.530555223,7.645939379
PTBP1,14.15278393,14.01421754,14.16541816,13.36967231,13.43224174,14.08423704,13.51360424,13.76800232,13.57111504,12.80580331,14.00014176,13.92197758,14.21255642,12.94208852,13.84582814,13.77832872,13.38035148,13.43224174
PTBP2,8.90181632,8.504943294,9.08665375,9.393316444,7.332092957,8.883668465,7.758231211,9.2932385,7.858376438,8.536826121,8.365591501,9.315066214,7.955509263,8.477363242,8.465523552,7.785529628,7.744196759,8.245421978
PTCD1,7.856584885,7.800570566,7.788020059,7.543654404,8.487996351,8.046908446,7.950969911,7.329879736,8.122269959,7.360426612,8.711607441,7.73417918,9.281656063,8.009389165,7.869108288,8.051394399,9.282207415,8.831295208
PTCD2,6.735025218,6.231315661,6.170003145,6.179987292,6.123167473,6.231434713,6.579162495,6.357495175,6.202322113,5.967810943,6.11050586,6.097437191,6.225969538,6.145662784,5.979675327,6.132990715,6.238506584,6.536374983
PTCD3,6.669598003,6.764193531,6.217115141,6.82516996,6.232836862,6.194071879,6.898121266,6.642554292,6.988558587,6.152191939,6.352616593,6.522243483,7.271354705,6.193105624,6.329609796,6.339983936,6.707716655,6.830924586
PTCH1,6.897008026,6.748612848,6.26541983,7.029762065,5.984625577,6.354780425,6.466579812,8.076716208,6.799521241,6.873794746,6.033399874,6.12542339,7.114218125,6.258842251,8.126571295,7.541516388,7.153227737,7.267217411
PTCH2,6.041221732,6.025225734,5.986578406,5.986578406,6.006185575,6.055241866,6.033660861,6.081935017,6.045511557,5.963503717,5.983665839,5.980889698,6.151907715,5.997355643,6.127504934,6.110078176,6.004447234,5.975684062
PTCHD1,6.015427988,6.026326016,6.121585733,6.070482499,6.161241146,7.868395392,6.169509766,8.420489139,6.267941546,9.134922707,6.08708175,6.044810692,6.048475539,8.321736023,6.045380498,8.137040824,6.148459295,6.21451477
PTCRA,5.781304365,5.785749576,5.885957438,5.883375215,5.871304508,5.800120246,5.873259288,5.833962019,5.764246885,5.864665312,5.849865439,5.906054793,5.843139429,5.807737443,5.876315569,5.861809004,5.860534295,5.809912664
PTDSS1,10.87741988,10.80671958,10.51905926,10.8512626,10.35402563,9.867890442,10.63705863,10.63613156,10.67198327,10.66778127,10.13553487,10.75026063,11.84922016,10.22912283,10.50048838,10.36259043,11.5734427,11.1545846
PTDSS2,7.550882969,7.873022009,7.791620049,7.760364011,8.458701069,8.196395573,8.25829325,7.809748196,7.905322015,8.576065555,6.875377074,7.424979177,7.929873827,8.093296069,7.69562015,8.037533227,8.572740011,7.971780343
PTEN,9.464993907,9.384069455,9.850422057,9.036112056,8.919857877,8.497301792,9.462504522,9.411073241,9.530756872,8.985851327,9.21320072,9.330127436,8.323922594,8.383539712,9.083887213,9.024334641,9.491695193,9.49926989
PTER,6.641026166,5.933142976,10.28755425,8.994003753,7.2489968,7.091770698,7.991629548,7.36503108,8.305647282,7.931657649,7.873802127,5.951432766,6.538686678,5.86748583,6.350913376,6.063993393,6.01493993,6.054662703
PTF1A,6.061987187,6.223680289,5.98105073,5.891099309,6.006256278,6.06874174,6.031690728,6.049579366,6.067201359,6.04571795,6.125535597,6.117637907,6.111344155,5.879925535,6.321890584,6.215228558,6.043049601,5.937705727
PTGDR,5.872701964,5.968524417,5.947488263,6.360557595,6.375587378,6.181988653,6.887424132,7.160516874,6.863647355,6.142041483,6.064945994,5.995130133,5.919216595,6.538948597,5.833962019,6.039097807,6.1119882,6.035447961
PTGDS,6.472644055,8.901267568,6.259791839,8.625568584,6.287116712,9.52060336,6.879058761,8.917196021,6.462622018,11.12413812,6.210283261,8.3868812,6.215345449,10.00662623,7.465494574,6.698928258,7.092323739,7.782517995
PTGER1,6.181534142,8.793164013,6.272199408,6.986581591,7.455512991,7.529357149,6.327744302,8.485766127,6.30537359,8.552426643,6.435848582,8.420489139,6.515974634,6.666356103,9.298995262,6.761761305,6.153510486,6.548761811
PTGER2,6.354280947,7.077534628,6.194415491,6.974556845,6.149754638,7.131066734,7.083795223,7.112811666,6.893684985,7.138500155,7.227889296,7.393562927,6.354338784,6.729986384,7.340080638,6.726448427,6.401837102,6.677371521
PTGER3,6.58931677,6.78288816,6.74200082,6.841168044,7.07647786,6.976948982,6.40198161,6.626265652,6.492890662,6.996502865,7.043544647,6.627371622,6.319308308,6.74163956,7.656518537,7.140453522,6.62909181,6.764193531
PTGER4,7.926733037,8.261230849,8.61814797,8.998054432,9.132869835,8.747233978,9.874488535,9.123237067,9.864560392,8.408660493,9.130196263,8.322174684,9.492916291,8.47415817,7.991193589,7.579093387,8.342844048,8.155286782
PTGES,6.264508095,7.32211383,6.463839852,7.288435162,6.402823971,6.064699874,7.339120456,7.218337521,7.118492626,7.292927116,6.433147914,7.137261688,7.286054059,8.206957197,7.883928676,7.622975727,6.529201579,7.061619609
PTGES2,7.692484389,7.350547634,7.547032551,7.441184658,6.571602186,7.055195654,8.302451121,7.826934849,7.677379978,6.606548087,6.580638462,7.516781848,7.613349684,6.901396705,7.000456406,6.895285654,7.995625842,7.52732139
PTGES3,10.45378197,8.827349374,10.8023653,10.45204042,9.49926989,8.478788626,9.013122204,9.028654511,9.654538831,9.088300104,10.21142232,9.358939711,10.33360375,9.022606948,7.648289985,9.896464708,8.550892971,8.359966058
PTGFR,6.604952718,6.759480777,6.347763793,6.310042498,6.220896976,7.657645007,6.704646526,6.640702332,6.456515906,7.901428082,6.843914772,6.394190508,6.486648897,6.85681642,7.467925842,6.714756553,6.51331782,6.670075514
PTGFRN,6.536249081,7.3317491,6.742376811,6.630867889,6.572815259,6.535124333,6.882984121,6.668967219,6.887209647,6.754351735,6.472222603,6.643309882,6.762750099,6.807397429,7.711236768,6.891331689,7.220691744,7.046770422
PTGIR,6.532551051,6.256145836,6.253167498,6.269846678,6.330525416,6.676350634,6.497285663,6.436665908,6.49783316,6.525417918,6.737232468,6.536591634,6.475913189,6.334474958,6.383994012,6.848865768,6.73093743,6.586783505
PTGIS,6.393416715,7.716280343,6.263209848,7.358546593,6.57714706,7.136433401,6.344315617,7.172322491,6.357834182,7.349970284,6.354527799,7.072055408,6.27473838,8.127357796,8.194716478,7.108465911,7.236809249,8.092902988
PTGS1,7.906932072,12.18099785,8.486642381,10.92116554,8.667785707,9.890668753,8.748178087,11.74172356,10.04475885,12.47256469,8.550892971,10.99838452,7.638762429,11.0670343,9.470807304,9.812103484,7.641605273,10.2927852
PTGS2,6.362472519,7.034523875,6.566699947,6.640702332,6.212893014,6.219609395,6.269610894,6.717692872,6.218916366,7.078356854,6.073224485,7.543000877,7.057529337,8.134223507,6.34904976,6.51790209,6.230501814,6.429722405
PTH,6.351761526,6.271478902,6.483096346,6.428998251,6.377065776,6.301899819,6.157977642,6.07708402,6.239046071,6.230545236,6.322777953,6.259393962,6.065974201,6.113661331,6.248118278,6.257725564,6.145005467,6.160170337
PTHLH,6.170345926,6.87061871,6.05175948,6.368651553,5.985131512,7.01170472,6.440152915,6.699920809,6.314264559,6.134325687,6.666888644,7.192888512,6.475500636,6.676027579,7.56674667,6.895481978,6.479995238,6.451072936
PTHR1,6.529091452,7.169183426,6.642427503,6.595810057,6.797815837,7.234214845,6.525314863,7.582887887,6.594452406,8.313404137,6.710500646,7.513752068,6.369559834,8.279992154,6.609634122,7.422229636,7.047840445,6.852025063
PTHR2,6.310397565,6.327411803,6.3935504,7.82007746,6.222668375,6.241685955,6.094469391,6.092076747,6.178749095,6.175210998,6.142376267,6.215767501,6.13889493,6.699920809,6.254364069,6.145424554,6.086876521,6.108376834
PTK2,11.9073485,11.14930319,11.50686392,12.11017758,10.82819838,10.65327592,11.26986596,10.91693712,12.01382582,12.18099785,12.13125443,12.48692827,12.62828764,10.89908422,10.80671958,11.57534259,12.6866675,12.45508983
PTK2B,6.582723083,6.699711251,6.558754217,6.345095428,6.939118419,6.695547076,7.012798825,6.980917566,6.774989945,6.644583125,6.979496078,6.739991177,6.496983325,6.684173531,6.758467086,6.714928232,6.871235006,6.67311258
PTK6,9.349655208,8.405913673,8.340701565,7.402619011,8.510680709,8.47019844,8.869602171,8.290556646,8.421278009,7.203991015,6.248553621,7.723228156,8.515555167,6.004447234,6.349919346,8.249704635,7.988899371,8.739933477
PTK7,6.023598905,6.459749141,6.230104232,6.48205752,6.028457763,6.12557775,6.118933392,6.505055677,6.521064246,6.384389539,6.141438718,6.922939941,6.70521213,6.640863535,7.262522421,6.817074469,6.244348802,6.676027579
PTK9,6.411802972,6.350515811,6.700832244,6.946652502,6.628349588,6.660805999,6.388156122,6.300639195,6.438901776,6.593238273,6.299299982,6.397519083,6.298748664,6.4488486,6.589177872,6.212338404,6.507124821,6.379423943
PTMA,9.765994797,8.143741866,10.16835747,9.556511036,9.562119523,7.896675703,8.313805894,8.518633094,9.512988692,8.552921883,10.15553801,9.050569989,9.935580557,9.052528383,7.677379978,10.20582135,8.113083689,8.030122506
PTMS,8.15729337,8.429432268,7.643430532,8.666907101,8.526618562,7.916823542,8.950377426,9.03660251,7.967388247,8.935858084,8.591862644,8.890287384,8.82287766,8.879472669,9.133909733,9.347308658,8.542291717,8.717805266
PTN,7.025997724,7.422563524,7.442833217,7.243641474,7.558947182,7.119037595,6.949638813,7.426741101,6.811784402,7.385612226,7.78872029,7.871448184,6.763628016,7.48714464,7.826934849,7.701546978,6.998659249,6.820466196
PTOV1,9.879541438,9.655735709,9.224450336,9.846475608,11.31281604,10.95183327,10.66666074,10.21924477,10.42967768,10.68009575,10.17953842,9.941755131,10.03906161,11.13770267,10.16037947,10.74380862,10.63992129,10.1940538
PTP4A1,6.693321073,6.932600994,7.356511834,6.612375354,6.346652367,6.412807602,7.460122471,7.554456854,6.871025495,6.428744561,6.112528333,6.666545,7.112811666,6.923134915,6.804984121,6.216282764,6.676027579,6.502115588
PTP4A3,6.486458887,6.934700483,6.630867889,6.575481916,6.372634559,6.343649613,6.352298077,6.417510783,6.429792692,6.58970597,6.235049585,6.500410739,6.895679486,7.413899519,6.39107789,6.389276833,6.577283192,6.385180615
PTPDC1,6.470891151,7.142362379,7.747419626,7.799020585,6.448554273,6.418142206,7.151769538,7.137016737,7.862915642,6.835167421,6.577283192,8.059074015,7.248476013,6.979262838,6.834961451,6.60138379,7.417873607,7.594269359
PTPLA,7.952518784,9.700677084,8.385525517,7.388960112,6.62251209,7.658286472,6.62952405,8.631715828,7.707682149,8.694163541,8.447261382,8.857863771,7.440522879,10.37662683,8.80640462,6.798198303,6.595415936,8.373546426
PTPLAD1,8.722619029,7.602159911,8.180847034,6.518713734,6.525206005,6.411965461,7.853333262,7.15680715,6.913530923,6.164666424,7.073361822,6.932143871,7.740639559,7.08486365,8.315479736,6.634243442,7.203375413,7.186544136
PTPLAD2,9.21779004,10.11344396,9.209700211,8.360442854,9.5148665,10.5491965,8.817311151,9.337498588,8.545602785,10.63705863,9.016122427,8.756584676,7.829925649,9.485715619,10.29676711,8.866278701,8.307448562,8.461341106
PTPLB,8.725187636,8.432047416,9.550261958,8.313404137,8.625153573,8.256529514,8.951758249,8.620866785,8.542724683,7.171204825,9.166650177,9.100671536,8.366113664,7.591935928,8.666459076,7.783958158,8.60670131,8.339811263
PTPN1,8.409976806,8.47415817,8.515078478,8.017780526,6.304693557,8.73072316,8.665555858,8.746294961,7.8662212,8.823374246,8.288835628,8.332373175,8.230462906,9.67884623,8.18473652,6.667933272,8.843819321,8.469739893
PTPN11,10.94032902,10.87512423,11.37733039,10.78598286,9.669273432,10.25626885,9.497024495,10.13713589,9.495167485,11.11495649,10.85707825,11.0670343,10.60237411,10.25870971,10.09783725,10.17261127,10.33276051,10.60941609
PTPN12,6.251075037,6.73093743,5.984852484,6.082405616,5.936057447,6.083769911,6.348422058,6.474184702,6.321441284,5.998368607,6.172455112,6.179508463,6.896546749,6.518455039,6.553600574,6.141704374,6.830119659,6.716434005
PTPN13,6.257141149,6.421054105,7.983858932,7.750550902,6.189466014,6.815647152,6.208963156,6.343314542,7.493914677,6.511786488,8.780044294,8.005982652,8.199500094,6.853102416,6.074878521,8.987755155,6.13148639,6.876904887
PTPN14,6.456418488,6.179745907,6.566561899,6.942445301,6.157830145,6.612517049,6.506056335,6.510182305,6.760763851,7.238093236,6.811993707,6.858891098,6.683650141,7.236528972,6.615866334,7.571072274,6.487546482,6.717875165
PTPN18,6.785555783,7.398212682,6.54637762,6.621972872,6.261578014,6.40032291,6.661605677,6.539889902,6.577671724,6.866479012,7.917947253,6.758261864,6.724350134,6.694015152,7.522302969,7.421939419,6.593630002,6.440682166
PTPN2,8.201567213,6.161527367,7.964259994,8.95127976,8.426565425,7.12907175,7.538798868,7.657144065,6.977907245,6.262410982,8.250526767,7.793771709,7.834297221,7.889461374,6.222989213,7.516435189,6.728023889,7.602159911
PTPN20B,6.324865495,6.127159457,6.384463279,6.195174929,6.249013871,6.437274021,6.297470242,6.302412644,6.33030813,6.536909712,6.299102858,6.251700349,6.217616547,6.234561674,6.337785294,6.278550188,6.227146889,6.26199954
PTPN21,6.219609395,6.668443956,6.279569911,7.409078601,8.296511553,6.293653359,8.155286782,7.517108734,7.432783234,6.844995686,7.612689393,6.562635486,6.939118419,7.168913759,7.296591392,7.598293736,6.397519083,6.744039969
PTPN22,6.988100675,6.727686338,7.400399596,6.539534018,6.178749095,6.277479344,6.231144363,6.338650821,6.532915049,6.763126035,6.323748709,7.0289437,6.189651227,6.592851071,6.495162687,6.299008684,6.277614544,6.173860391
PTPN23,9.305718182,9.426145853,9.817487199,9.907235749,9.887331365,10.11891902,10.40195465,9.630690678,9.810042014,9.851868949,9.791481842,9.867304689,9.461851021,10.62377818,10.16835747,9.362388353,9.989835827,9.500532598
PTPN3,9.887331365,8.507973381,10.0432406,8.593757866,9.22569187,9.38717123,9.509685353,8.798401487,9.38717123,7.407783558,9.977392987,9.759122536,9.659515568,6.991503706,7.730536709,7.899591965,8.649717838,8.450556392
PTPN4,9.02203762,7.778246037,9.955029837,9.649581331,9.588560615,9.315554004,9.08225684,8.794728741,9.91135768,9.959388077,9.803282745,9.74189198,9.018719567,9.494064735,9.255733925,9.747191675,8.825369063,8.781722637
PTPN5,6.593117835,6.549003727,6.300336085,6.819191719,6.383463766,7.27024673,6.694370425,6.578904909,6.499394197,6.505724712,7.653944228,6.360249608,6.55321088,6.404218013,6.403480259,6.931181903,6.750507356,6.493875779
PTPN6,7.61870264,8.237636849,7.440876641,8.63451014,8.436819376,8.301155029,8.99705384,8.575110345,9.126972856,9.888010149,6.426439377,8.452828085,8.721650863,9.148595044,7.671051299,7.837748389,8.937924014,8.568728727
PTPN7,6.582315132,7.807502404,6.990987752,7.256167165,7.687369384,7.701979389,6.943635384,6.996996521,7.034784659,8.840285404,7.750550902,7.182802521,7.239316884,8.539214656,6.750865063,7.659367318,6.755138616,6.919599897
PTPN9,7.706183098,7.158257239,8.056792678,7.375261033,8.784217025,8.053763552,7.480204524,7.920305807,7.146489252,7.656173845,8.969158262,7.65523804,7.116607002,7.304113078,8.286846965,7.732316692,7.435874411,7.368408678
PTPRA,9.052528383,8.950377426,8.683142005,8.035070147,7.657954346,6.576884127,8.971782067,9.057945707,8.562148913,7.654939571,8.639063178,8.495821857,9.569777587,8.610319143,8.688396495,7.630992204,9.333759814,8.872664724
PTPRB,6.766856169,6.518713734,6.497285663,7.308398193,6.090964549,6.322905911,7.158023908,7.121323185,7.448879482,7.33673416,6.211047442,8.276150932,7.686324732,6.747516302,6.640551377,6.45661036,6.814523507,7.084315183
PTPRC,6.460992655,6.394337327,6.339868526,6.728023889,6.745424246,7.495311416,6.496657278,6.527359553,6.448664116,6.669904081,7.361086672,6.461700603,6.459005961,6.42342354,6.331209151,7.123286479,6.567719446,6.432214156
PTPRCAP,6.881199632,8.578407036,6.756767124,8.688396495,8.535381144,9.384603753,7.064539076,7.898460512,7.36503108,10.58695985,6.934700483,8.093296069,6.505962523,9.081259993,7.660416691,7.525566223,6.123877429,7.147626222
PTPRD,8.149070316,7.260732336,6.213739984,6.200658929,8.563667241,9.75311778,8.432047416,7.161362696,7.564093077,8.665107413,7.563405271,6.12904454,7.746349048,6.94641974,6.9650004,6.449650509,6.065042534,6.050820544
PTPRE,8.422620286,8.681038424,8.445148553,8.801907494,7.869108288,7.752747254,8.109867211,7.841224036,8.103657091,7.381015958,7.68420159,9.092943411,7.278073054,8.060663511,7.785166026,7.737032994,9.013697572,8.744331329
PTPRF,7.599000086,7.075689856,8.163434325,7.450248719,8.312065196,7.583170041,8.101589675,7.532441647,7.949777696,6.64653855,6.608695419,6.789474958,7.149780647,6.422078226,7.273914925,6.768089024,7.94506453,7.151187064
PTPRG,7.351159214,6.229333352,8.359123159,8.383104197,6.115186013,6.574180545,7.147626222,6.807788953,7.32021839,7.612018476,8.555669317,8.314597292,6.860445152,7.429020018,7.141268263,8.341140726,6.821608182,7.22131934
PTPRH,7.733359764,6.266819329,7.081132941,6.197294749,9.274233003,7.769113174,8.886831172,8.267238951,8.239993695,6.472323672,6.246477256,6.821608182,7.362830167,6.212724572,6.191957182,6.46039446,7.713688942,7.071789479
PTPRJ,6.986820475,6.426017127,7.321793738,7.176460413,7.755226763,7.276287281,6.77295453,6.766652137,6.769664644,6.987077516,7.871836258,6.875824287,6.731146576,6.742913001,6.790023915,7.509002986,7.056217173,6.837417269
PTPRK,8.926958622,8.552426643,9.189606409,9.254117566,9.454830618,9.012096245,10.07413209,9.492916291,10.22160525,8.373978313,8.343293219,8.61814797,10.10420953,8.374801715,9.14209761,8.596983952,10.38101834,9.242310251
PTPRM,6.866907978,7.931318437,6.171744655,9.092400651,6.117925016,6.48589949,6.745834297,7.963854978,6.925493912,8.866278701,6.040479328,8.987215116,6.551636442,8.82287766,8.19435107,8.240804686,6.17730651,7.969328381
PTPRN,6.119504548,6.227995542,6.22225684,6.284484521,6.493219643,6.192284923,5.991459715,6.100365676,6.111105616,6.203345066,6.094586987,6.221776955,6.138775772,6.676521302,6.190989114,6.202490599,6.173899557,6.14088252
PTPRN2,6.959134896,6.292725439,6.605470036,6.346029119,7.193207957,6.270273271,7.766720372,6.557113353,7.044919733,6.612971085,6.419012616,6.607866453,7.618326765,6.479907313,6.499739714,6.192284923,9.137109752,7.925594197
PTPRO,10.69800572,9.531414213,10.40195465,9.582182825,9.812823244,10.13628112,8.964944392,8.434634065,8.404514883,8.39997384,9.975111389,8.843307736,11.2474048,7.201030979,8.339811263,9.925158887,11.27545293,10.44826707
PTPRR,7.44243017,7.833599797,8.044608868,6.549118199,7.640849368,9.144213641,6.640073828,7.106733567,6.920076499,7.300778098,6.774989945,7.161650908,7.524894265,6.75068823,7.272493556,8.182992662,8.380333782,7.68420159
PTPRS,6.829724003,6.27062761,6.172455112,6.083769911,6.335037633,6.737946293,6.447746135,6.590240163,6.459359482,6.38781159,7.005786212,6.362840685,6.381621162,6.561428331,6.289506023,6.468479053,6.516949632,6.436127518
PTPRT,6.318771634,6.305166531,6.404297389,6.587155233,6.523764076,6.375511272,6.439994733,6.418457308,6.346274018,6.570147611,6.577671724,6.269391905,6.328327382,6.367787423,6.316674706,6.312790039,6.402823971,6.385460892
PTPRU,6.438819293,6.302002033,6.940797498,6.404822588,6.094664254,6.773813076,6.63931929,6.714590349,6.217787132,6.490406631,6.355251007,6.290538308,6.280914383,6.404594923,6.615009835,6.391719783,6.461787189,6.508615475
PTPRZ1,6.055285473,6.498133564,6.194976049,6.213100719,5.978023292,6.079552197,5.979111899,6.17136077,6.186599201,6.16613797,6.38252927,6.368263911,6.038735761,6.099588511,6.566432211,6.152623544,6.099502672,6.1161649
PTRF,9.616310274,13.19432595,9.040641789,12.44433862,8.639063178,11.99328941,9.875180453,13.18018454,10.06859155,13.47639688,10.30028735,13.22339223,9.611987871,13.96244329,13.83309367,13.50442549,9.064390063,12.40373825
PTRH1,9.111094189,8.540086181,8.999073504,8.697176789,9.025346121,8.764678555,9.130196263,8.510680709,9.123781799,8.831778141,9.040641789,9.074958134,9.532706377,9.131713713,7.975363072,8.787084038,9.729238183,9.80256677
PTRH2,10.2258244,10.05151757,10.00412213,9.654538831,10.42550861,10.35815886,10.4931109,9.841699727,10.44457804,10.00582662,10.5221411,10.03061059,11.08194274,9.542624675,9.329034098,9.984384278,10.33528315,10.35402563
PTS,8.239246703,7.121050639,8.770457425,7.83463917,7.92105304,6.861945442,8.311389129,8.269426878,7.495712749,6.48205752,8.330253624,7.353970735,8.691101752,7.638018794,8.078722968,6.86863615,8.148675876,8.409539865
PTTG1,8.279619866,7.411032976,8.366113664,8.043006498,6.532194911,6.886122104,7.141268263,6.814523507,7.689048205,6.684173531,8.71641034,7.829925649,8.604355667,7.03242819,6.192554794,7.953737833,8.133028642,7.705809992
PTTG1IP,7.735257469,7.800943245,7.889461374,7.969328381,7.837748389,8.218166516,9.243522712,8.698608484,8.385049173,7.430007548,6.198058175,7.835500953,8.448611095,8.554337125,8.540949046,8.784666578,8.068857261,8.408216784
PTTG2,5.996948405,6.110592301,6.111515469,6.022376247,6.226979718,5.976168162,6.077997482,5.98230411,6.019720593,6.041523581,6.117317075,6.394746833,5.998910579,5.997609459,6.00535013,6.055762459,6.103096416,6.206871166
PTX3,7.062123871,6.354338784,6.502210765,6.640242333,6.550154043,6.744774649,6.57293998,6.739642914,6.712507741,6.716016884,7.42869432,6.513013453,6.584638609,6.801751033,6.574868834,7.06142304,6.976948982,6.631338017
PUM1,11.48880017,10.9136479,11.74361679,11.52672125,10.23780986,10.16764394,10.90804354,11.04141343,11.06826035,9.871585099,10.78806657,11.16741689,11.54359399,10.04475885,10.90921882,10.36344379,11.82782101,11.40075672
PUM2,10.1620262,10.14521508,10.53629093,10.4106909,10.30907043,10.06716274,10.21618322,10.64415822,10.50687483,10.80467556,11.51012871,10.83723607,10.19922082,10.23860417,9.954316724,9.999162881,11.21818117,10.59178038
PUNC,6.213776721,6.276077121,6.292725439,6.160378108,6.368785632,6.465035428,6.139474407,6.254018755,6.102000245,6.115225764,6.302992164,6.273770614,6.24220653,6.285108101,6.363769272,6.304533675,6.326412408,6.104222372
PURA,7.630992204,7.586537334,8.004513752,6.564587302,6.119504548,7.536069224,8.160172455,9.791481842,7.858686002,6.671355654,6.599204409,7.439530889,6.941496049,8.5270324,8.174986085,6.158704199,7.744574869,7.914037647
PURB,10.8512626,10.76136174,10.4361608,10.78498893,9.689401033,9.936270741,9.836557103,10.23559783,10.3651315,10.92799642,10.12473265,11.13320773,10.66557753,10.0128005,10.58895538,11.0202862,11.39303269,11.05009011
PURG,7.785166026,7.488221755,8.415144289,7.587995732,8.800904752,8.825901354,7.424185609,7.666889353,7.144613381,8.001842204,8.700626632,7.671051299,7.208843016,7.450863174,8.072920946,8.723596444,7.690572141,7.468255839
PUS1,10.86044065,10.05524311,10.78704142,10.57234117,10.50224208,10.90804354,10.70217355,9.932566597,11.03356272,11.43604208,11.54852236,10.70713132,11.6525927,10.96119282,9.846475608,10.72413096,11.52161467,11.10962174
PUS3,8.263792655,7.65070928,7.604261139,7.72283758,6.841341676,6.884114337,8.234974024,7.595613309,8.023992704,8.524031931,6.625639008,7.154838357,8.318739825,8.171333446,7.366953365,7.336059288,8.766592512,8.331487123
PUS7,10.65851053,9.17789936,10.63406229,10.01713272,8.942395156,9.445556221,8.351148169,9.050059494,9.126319359,8.261705218,10.80778799,10.44376929,10.60145046,8.004513752,7.963854978,8.556171111,10.33037801,10.18927356
PUS7L,8.945908175,7.637731953,8.85175716,7.153227737,8.722619029,7.413899519,6.895901196,7.035050896,7.574639693,7.373050444,9.372337063,7.804203315,8.220132093,6.931917027,7.507736773,7.08169753,7.815868062,7.890290425
PUSL1,7.149280708,7.124385006,6.686920668,6.398606042,6.649132564,6.549754178,7.408734785,6.798837248,7.064539076,7.464153627,6.1161649,6.585725725,7.374334424,6.998235001,6.315452111,7.120237877,7.904537084,7.4106998
PVALB,6.49353654,6.835841986,6.296669941,6.778777603,6.326762033,6.6050864,6.372505538,6.438480995,6.47785911,7.224847743,6.871713071,6.367345727,6.518586595,6.377478825,6.231057362,6.550154043,6.527937969,6.356694754
PVR,9.763383023,10.41837867,9.572887585,9.226171322,9.972244614,9.349138998,9.372337063,9.244095728,9.045963289,8.494981552,8.751817844,9.841699727,9.603209238,9.095207113,10.28090065,9.467341643,10.00193591,9.938362401
PVRIG,6.039805618,6.155094068,6.0589299,6.269437538,5.894286899,6.022840274,6.002461076,5.975016553,5.891099309,6.494356884,5.821339801,5.950881287,5.963034312,6.652099239,6.032232011,6.036333427,5.953144156,5.912919986
PVRL1,6.994507316,6.330586544,7.433668892,6.893182591,6.571360238,7.433668892,6.91241754,6.846555997,6.621502172,7.104530614,7.076978025,6.527001503,6.760005325,6.634675303,6.323184316,6.925942469,7.092594366,6.615866334
PVRL2,7.378422319,8.268138668,6.35641429,7.372753644,7.459812735,7.062402381,9.289764163,8.311708813,8.393205952,8.048093928,6.177587967,8.190846435,7.693532259,8.958537346,8.358200632,8.880027017,8.161497739,8.547381962
PVRL3,8.565920421,8.112705345,8.163880086,6.80478412,9.178956597,8.454666142,9.048589589,7.797616137,8.527467623,8.151585891,7.791947527,6.960727153,7.827682496,7.789090825,7.602506617,7.544367145,7.996385922,7.997111721
PVRL4,6.895901196,5.893652711,6.189800448,6.138821021,6.035180917,6.042309231,6.698237929,6.338233814,6.436932364,6.107723016,6.051572873,6.776839628,6.082980561,5.974171807,6.085900066,6.097723924,5.985589913,5.965298534
PWP1,11.68759395,11.64887389,11.80737666,11.39612469,10.60237411,10.96345895,10.52993219,11.07954812,10.78017884,10.35994718,11.32756724,11.26986596,11.54852236,10.6300259,11.77476153,10.36704447,11.00058879,11.0670343
PWP2,7.286925492,6.423739675,6.562901944,6.485326189,6.688604207,6.505834256,7.366953365,7.065364431,7.364111887,6.770210616,6.502210765,6.892711589,7.585540214,6.906327835,6.944367706,6.85681642,6.893436237,6.707897454
PWWP2,8.041845841,8.266005494,7.688697213,8.090428454,8.952827719,8.487087144,10.04626458,8.22391482,9.426755565,7.93392194,6.378465151,7.470191117,8.182992662,8.30064862,7.750550902,8.044608868,8.605805801,8.10203238
PXDNL,6.363769272,6.540132069,6.154146517,6.511249006,6.472542034,6.22946122,6.175828557,6.21326134,6.212338404,6.34659032,6.075168275,6.294454232,6.076010242,6.254018755,6.812638124,6.309939943,6.324865495,6.277348036
PXK,6.037277882,6.201892582,6.189158592,6.444778862,6.046858803,5.96158351,6.179043811,6.329102961,6.186638815,6.15020688,6.206259137,6.317474843,6.254018755,6.47000446,6.158740547,6.132490887,6.03022019,6.378050997
PXMP2,9.315066214,8.792199433,9.0510716,8.79166986,11.11102088,9.416618947,10.34384638,9.557115192,9.944416465,7.838539618,9.561611012,8.737511686,10.62894397,7.489802211,8.734950727,8.988229371,9.938362401,9.181871313
