Sample_ID	Location	Sample
GSM775184	Epithelium	102
GSM775185	Stroma	102
GSM775190	Epithelium	103
GSM775191	Stroma	103
GSM775224	Epithelium	43
GSM775225	Stroma	43
GSM775249	Epithelium	74
GSM775250	Stroma	74
GSM775258	Epithelium	80
GSM775259	Stroma	80
GSM775264	Epithelium	82
GSM775265	Stroma	82
GSM775270	Epithelium	84
GSM775271	Stroma	84
GSM775275	Stroma	87
GSM775279	Stroma	88
GSM775286	Epithelium	90
GSM775287	Stroma	90
